country,area_code,area_name,macro_region,metric_key,metric_label,year,period,value,lower_ci,upper_ci,numerator,denominator,unit,population,measure_type,source_id,source_name,source_url
UK,E12000002,North West,England,copd,COPD registered prevalence,2018,2018/19,2.453,2.443,2.464,192316,7838863,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,copd,COPD registered prevalence,2019,2019/20,2.469,2.458,2.479,194173,7865601,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,copd,COPD registered prevalence,2020,2020/21,2.473,2.462,2.483,195525,7907722,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,copd,COPD registered prevalence,2021,2021/22,2.389,2.378,2.399,191435,8014506,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,copd,COPD registered prevalence,2022,2022/23,2.351,2.341,2.362,190476,8101612,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,copd,COPD registered prevalence,2023,2023/24,2.35,2.34,2.361,193135,8217202,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,copd,COPD registered prevalence,2024,2024/25,2.397,2.387,2.408,199035,8302208,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,depression,Depression registered prevalence,2012,2012/13,6.651,6.631,6.671,388740,5844589,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,depression,Depression registered prevalence,2013,2013/14,7.336,7.315,7.357,432803,5899527,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,depression,Depression registered prevalence,2014,2014/15,8.342,8.32,8.364,494448,5927170,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,depression,Depression registered prevalence,2015,2015/16,9.622,9.599,9.646,576408,5990310,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,depression,Depression registered prevalence,2016,2016/17,10.703,10.679,10.728,648018,6054267,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,depression,Depression registered prevalence,2017,2017/18,11.712,11.686,11.737,718169,6132104,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,depression,Depression registered prevalence,2018,2018/19,12.912,12.886,12.939,803683,6224074,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,depression,Depression registered prevalence,2019,2019/20,14.034,14.007,14.061,876864,6248180,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,depression,Depression registered prevalence,2020,2020/21,14.995,14.967,15.023,942474,6285302,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,depression,Depression registered prevalence,2021,2021/22,15.501,15.473,15.529,988846,6379375,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,depression,Depression registered prevalence,2022,2022/23,16.441,16.412,16.469,1061288,6455309,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,depression,Depression registered prevalence,2024,2024/25,17.899,17.87,17.928,1189472,6645515,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,diabetes,Diabetes registered prevalence,2012,2012/13,6.298,6.279,6.318,374161,5940912,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,diabetes,Diabetes registered prevalence,2013,2013/14,6.499,6.479,6.518,389206,5988992,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,diabetes,Diabetes registered prevalence,2014,2014/15,6.73,6.71,6.75,404717,6013494,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,diabetes,Diabetes registered prevalence,2015,2015/16,6.93,6.909,6.95,421030,6075886,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,diabetes,Diabetes registered prevalence,2016,2016/17,7.058,7.037,7.078,433237,6138516,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,diabetes,Diabetes registered prevalence,2017,2017/18,7.12,7.1,7.14,442525,6215180,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,diabetes,Diabetes registered prevalence,2018,2018/19,7.222,7.202,7.242,455403,6305999,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,diabetes,Diabetes registered prevalence,2019,2019/20,7.361,7.34,7.381,466007,6331120,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,diabetes,Diabetes registered prevalence,2020,2020/21,7.338,7.317,7.358,467560,6372101,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,diabetes,Diabetes registered prevalence,2021,2021/22,7.455,7.434,7.475,482260,6469238,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,diabetes,Diabetes registered prevalence,2022,2022/23,7.656,7.635,7.676,501227,6547230,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,diabetes,Diabetes registered prevalence,2023,2023/24,7.867,7.846,7.887,523496,6654404,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,diabetes,Diabetes registered prevalence,2024,2024/25,8.05,8.029,8.07,542925,6744786,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,hypertension,Hypertension registered prevalence,2012,2012/13,14.208,14.183,14.233,1051020,7397503,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,hypertension,Hypertension registered prevalence,2013,2013/14,14.27,14.245,14.295,1061265,7436971,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,hypertension,Hypertension registered prevalence,2014,2014/15,14.354,14.329,14.379,1072068,7468714,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,hypertension,Hypertension registered prevalence,2015,2015/16,14.409,14.384,14.434,1087735,7548789,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,hypertension,Hypertension registered prevalence,2016,2016/17,14.537,14.512,14.562,1109061,7629451,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,hypertension,Hypertension registered prevalence,2017,2017/18,14.628,14.604,14.653,1129919,7724133,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,hypertension,Hypertension registered prevalence,2018,2018/19,14.614,14.59,14.639,1145593,7838863,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,hypertension,Hypertension registered prevalence,2019,2019/20,14.833,14.808,14.857,1166671,7865601,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,hypertension,Hypertension registered prevalence,2020,2020/21,14.622,14.598,14.647,1156289,7907722,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,hypertension,Hypertension registered prevalence,2021,2021/22,14.626,14.602,14.651,1172228,8014506,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,hypertension,Hypertension registered prevalence,2022,2022/23,15.106,15.081,15.13,1223796,8101612,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,hypertension,Hypertension registered prevalence,2023,2023/24,15.535,15.51,15.56,1276540,8217202,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000002,North West,England,hypertension,Hypertension registered prevalence,2024,2024/25,15.983,15.958,16.008,1326974,8302208,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,asthma,Asthma registered prevalence,2020,2020/21,6.917,6.896,6.939,379002,5479001,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,asthma,Asthma registered prevalence,2021,2021/22,7.077,7.055,7.098,391511,5532542,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,asthma,Asthma registered prevalence,2022,2022/23,7.174,7.153,7.196,401547,5597095,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,asthma,Asthma registered prevalence,2023,2023/24,7.2,7.179,7.221,408063,5667581,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,asthma,Asthma registered prevalence,2024,2024/25,7.245,7.224,7.267,413843,5711746,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,cancer,Cancer registered prevalence,2012,2012/13,1.966,1.955,1.978,108624,5524195,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
